,article_name,article_quality,country,revision_id,population
21559,Marc Hendrickx,Stub,Belgium,787101520,11211064
21560,Karim Van Overmeire,Stub,Belgium,787102066,11211064
21561,Mischaël Modrikamen,C,Belgium,787293328,11211064
21562,Jean Baptiste Smits,Start,Belgium,787525135,11211064
21563,Jean Pede,Start,Belgium,787588283,11211064
21564,Hendrik Van der Noot,Start,Belgium,787754707,11211064
21565,Sven Gatz,Start,Belgium,788441664,11211064
21566,Guido De Padt,Stub,Belgium,788624618,11211064
21567,Jean-Marie Dedecker,C,Belgium,788781078,11211064
21568,Marie Arena,Start,Belgium,788781134,11211064
21569,Mia De Vits,Start,Belgium,788781157,11211064
21570,Raymond Langendries,Start,Belgium,788781220,11211064
21571,Anne André-Léonard,Start,Belgium,788781601,11211064
21572,Jean Defraigne,Stub,Belgium,788781658,11211064
21573,Magda Aelvoet,Stub,Belgium,788781710,11211064
21574,Nelly Maes,Start,Belgium,788781743,11211064
21575,Philippe Monfils,Stub,Belgium,788781760,11211064
21576,Théo Lefèvre,Start,Belgium,788781772,11211064
21577,Ward Beysen,Start,Belgium,788781783,11211064
21578,Willy De Clercq,Start,Belgium,788781797,11211064
21579,Wouter Van Bellingen,Start,Belgium,788834738,11211064
21580,Henri Julien Allard,Stub,Belgium,789034860,11211064
21581,Georges Theunis,Start,Belgium,789126197,11211064
21582,André Cools,Start,Belgium,789134466,11211064
21583,Hans Bonte,Stub,Belgium,789268389,11211064
21584,Philippe Busquin,Start,Belgium,789268446,11211064
21585,Jos Chabert,Start,Belgium,789268452,11211064
21586,Lucien Cooremans,Stub,Belgium,789268468,11211064
21587,Louis de Brouchoven de Bergeyck,Stub,Belgium,789268488,11211064
21588,Ernest Louis de Gonzague Vandenpeereboom,Stub,Belgium,789268503,11211064
21589,Charles de Kerchove de Denterghem,Stub,Belgium,789268509,11211064
21590,Josse Joseph de Lehaye,Stub,Belgium,789268515,11211064
21591,Emile De Mot,Stub,Belgium,789268524,11211064
21592,Camille de Tornaco,Stub,Belgium,789268531,11211064
21593,Leopold De Wael,Stub,Belgium,789268540,11211064
21594,August De Winter,Stub,Belgium,789268541,11211064
21595,Noël Delfosse,Start,Belgium,789268549,11211064
21596,Léon Dens,Stub,Belgium,789268562,11211064
21597,André Denys,Stub,Belgium,789268564,11211064
21598,Pierre Descamps,Stub,Belgium,789268573,11211064
21599,Victor Desguin,Stub,Belgium,789268578,11211064
21600,Octave Dierckx,Stub,Belgium,789268691,11211064
21601,Émile Digneffe,Start,Belgium,789268704,11211064
21602,Charles du Bois de Vroylande,Stub,Belgium,789268716,11211064
21603,André-Napoléon Fontainas,Start,Belgium,789268729,11211064
21604,Michel Foret,Stub,Belgium,789268730,11211064
21605,Jacqueline Galant,Start,Belgium,789268737,11211064
21606,Jacques Gennen,Stub,Belgium,789268745,11211064
21607,Robert Gillon,Stub,Belgium,789268749,11211064
21608,Frans Grootjans,Stub,Belgium,789268760,11211064
21609,Camille Gutt,Start,Belgium,789268773,11211064
21610,Paul Hymans,Start,Belgium,789268783,11211064
21611,Paul-Émile Janson,Start,Belgium,789268792,11211064
21612,Cécile Jodogne,Start,Belgium,789268794,11211064
21613,Paul Kronacker,Start,Belgium,789268803,11211064
21614,Charles Lemonnier,Stub,Belgium,789268811,11211064
21615,Hippolyte Lippens,Stub,Belgium,789268828,11211064
21616,Jan Frans Loos,Stub,Belgium,789268833,11211064
21617,Charles Magnette,Stub,Belgium,789268836,11211064
21618,Adolphe Max,Start,Belgium,789268845,11211064
21619,Jean-Baptiste Minne-Barth,Stub,Belgium,789268854,11211064
21620,Roger Motz,Stub,Belgium,789268857,11211064
21621,Anne-Sylvie Mouzon,Stub,Belgium,789268859,11211064
21622,Auguste Orts,Stub,Belgium,789268861,11211064
21623,Camille Paulus,Stub,Belgium,789268867,11211064
21624,Jan Peeters (politician),Stub,Belgium,789268869,11211064
21625,Kris Peeters,Start,Belgium,789268870,11211064
21626,Jacques Planchard,Stub,Belgium,789269040,11211064
21627,Karel Poma,Start,Belgium,789269054,11211064
21628,Charles Poswick,Stub,Belgium,789269059,11211064
21629,Edouard Pycke,Stub,Belgium,789269064,11211064
21630,Jean-Joseph Raikem,Start,Belgium,789269070,11211064
21631,François de Robiano,Stub,Belgium,789269072,11211064
21632,Nicolas-Jean Rouppe,Start,Belgium,789269076,11211064
21633,Herman Schueremans,Stub,Belgium,789269088,11211064
21634,Henri Simonet,Start,Belgium,789269093,11211064
21635,Frank Swaelen,Start,Belgium,789269100,11211064
21636,Tinne Van der Straeten,Stub,Belgium,789269122,11211064
21637,Pierre Van Halteren,Stub,Belgium,789269125,11211064
21638,Vincent Van Quickenborne,Stub,Belgium,789269128,11211064
21639,Jan Van Rijswijck,Start,Belgium,789269132,11211064
21640,Guillaume-Hippolyte van Volxem,Start,Belgium,789269140,11211064
21641,Omer Vanaudenhove,Stub,Belgium,789269148,11211064
21642,Herman Vanderpoorten,Start,Belgium,789269157,11211064
21643,Felix Vanderstraeten,Stub,Belgium,789269162,11211064
21644,Geert Versnick,Stub,Belgium,789269169,11211064
21645,Jules Anspach,Start,Belgium,789269215,11211064
21646,Emmanuel de Bethune,Stub,Belgium,789269218,11211064
21647,Yvan Ylieff,Stub,Belgium,789269221,11211064
21648,Pierre Wigny,Stub,Belgium,789269261,11211064
21649,Alfred Vreven,Stub,Belgium,789269263,11211064
21650,Inge Vervotte,Start,Belgium,789269270,11211064
21651,August Borms,C,Belgium,789332316,11211064
21652,Victor Matthys,Start,Belgium,789332337,11211064
21653,Michael Goblet d'Alviella,Stub,Belgium,789375005,11211064
21654,Antoine Duquesne,Start,Belgium,789444262,11211064
21655,Olga Zrihen,Start,Belgium,789664596,11211064
21656,Didier Reynders,Start,Belgium,790083358,11211064
21657,Annemie Turtelboom,Start,Belgium,790423203,11211064
21658,Patrizia Busignani,Stub,Belgium,790507586,11211064
21659,"Marie Joseph Charles, 6th Duke d'Ursel",Start,Belgium,790725344,11211064
21660,Bernard du Bus de Gisignies,Start,Belgium,791178238,11211064
21661,Bert Maertens,Stub,Belgium,791206366,11211064
21662,Ben Weyts,Stub,Belgium,791242330,11211064
21663,Bert Wollants,Stub,Belgium,791243653,11211064
21664,Raoul Hedebouw,Start,Belgium,791336951,11211064
21665,Alexis-Michel Eenens,C,Belgium,791479115,11211064
21666,Eudore Pirmez,Stub,Belgium,791522290,11211064
21667,Yoleen Van Camp,Start,Belgium,792131207,11211064
21668,Édouard Descamps,Start,Belgium,792290144,11211064
21669,Bruno Tobback,Start,Belgium,792495719,11211064
21670,Ferdinand de Baillet-Latour,Stub,Belgium,792617589,11211064
21671,Jean Richardot,B,Belgium,793568960,11211064
21672,Engelbert Maes,Start,Belgium,793569007,11211064
21673,Pierre Roose,Start,Belgium,793569027,11211064
21674,Eva Brems,C,Belgium,793844176,11211064
21675,Edward Anseele,Start,Belgium,793901823,11211064
21676,Charles Liedts,Start,Belgium,793990027,11211064
21677,Henri Jaspar,Stub,Belgium,794068450,11211064
21678,Frans Schollaert,Stub,Belgium,794073595,11211064
21679,Jules de Trooz,Stub,Belgium,794073712,11211064
21680,Zuhal Demir,Start,Belgium,794163805,11211064
21681,Christiane Vienne,Stub,Belgium,794184255,11211064
21682,Edouard d'Huart,Start,Belgium,794196281,11211064
21683,Jules d'Anethan,Start,Belgium,794292799,11211064
21684,Miet Smet,Start,Belgium,794338840,11211064
21685,Felix de Muelenaere,Start,Belgium,794414395,11211064
21686,Barthélémy de Theux de Meylandt,C,Belgium,794415512,11211064
21687,Frans Van Cauwelaert,Start,Belgium,794673911,11211064
21688,Maurice Lippens (politician),C,Belgium,794840071,11211064
21689,Nahima Lanjri,Stub,Belgium,795008531,11211064
21690,Willy Borsus,Stub,Belgium,795444830,11211064
21691,Alexandra Colen,Stub,Belgium,795690953,11211064
21692,Antoine Brun,Start,Belgium,795820945,11211064
21693,André Molitor,Start,Belgium,795920844,11211064
21694,Jules Mees,Stub,Belgium,796602005,11211064
21695,Mike Verstraeten,Stub,Belgium,796774321,11211064
21696,Alfons Siffer,Stub,Belgium,797025612,11211064
21697,Augustin Dumon-Dumortier,Stub,Belgium,797213149,11211064
21698,Marleen Temmerman,C,Belgium,797688466,11211064
21699,"Gerald van de Werve, 5th Lord of Hovorst",Stub,Belgium,797709708,11211064
21700,Gaston van de Werve et de Schilde,Start,Belgium,797709842,11211064
21701,André Jolly,Stub,Belgium,797721465,11211064
21702,Monique Willocq,Stub,Belgium,797938315,11211064
21703,Marcel Cheron,Stub,Belgium,797938318,11211064
21704,Paul Magnette,Start,Belgium,797938391,11211064
21705,Jean-Claude Van Cauwenberghe,Stub,Belgium,797938401,11211064
21706,Melchior Wathelet,Start,Belgium,797938482,11211064
21707,Jean Gol,Start,Belgium,797938489,11211064
21708,Jean-Claude Marcourt,Stub,Belgium,797938853,11211064
21709,François Bellot,Start,Belgium,797938932,11211064
21710,André Vlerick,Start,Belgium,797967437,11211064
21711,Victor de Laveleye,Start,Belgium,798359532,11211064
21712,Jean-Pierre Van Rossem,C,Belgium,798379997,11211064
21713,Johan Van Overtveldt,Stub,Belgium,798419935,11211064
21714,Daniel Ducarme,Start,Belgium,798843975,11211064
21715,Danielle Godderis-T'Jonck,Stub,Belgium,798891964,11211064
21716,Monica De Coninck,Start,Belgium,799028396,11211064
21717,Alfred Lecerf,Stub,Belgium,799196288,11211064
21718,Helga Stevens,Start,Belgium,799213482,11211064
21719,Jacques van Ypersele de Strihou,C,Belgium,799356539,11211064
21720,Herman De Croo,Start,Belgium,799470101,11211064
21721,Anne-Marie Lizin,Start,Belgium,799470164,11211064
21722,Léonie Keingiaert de Gheluvelt,Stub,Belgium,799472850,11211064
21723,Émile Braun,Stub,Belgium,799472920,11211064
21724,Dirk Claes,Stub,Belgium,800023813,11211064
21725,Yvan Mayeur,Stub,Belgium,800434354,11211064
21726,Karolien Grosemans,Stub,Belgium,800717061,11211064
21727,"Philippe-Ambroise d'Olmen, Baron de Poederlé",Stub,Belgium,800738630,11211064
21728,Alfred Gadenne,Stub,Belgium,800779090,11211064
21729,François-Jean Wyns de Raucour,Stub,Belgium,800799504,11211064
21730,Bart Somers,Start,Belgium,801007026,11211064
21731,Wilfried Martens,C,Belgium,801240827,11211064
21732,Father Samuel,C,Belgium,801241561,11211064
21733,Édouard André (consul),Start,Belgium,801343044,11211064
21734,Elke Roex,Stub,Belgium,801438916,11211064
21735,Edmond Leburton,Start,Belgium,801504067,11211064
21736,Julius Vuylsteke,Start,Belgium,801608022,11211064
21737,Carine Russo,Start,Belgium,801678719,11211064
21738,Herman Van Rompuy,B,Belgium,801693561,11211064
21739,Erland Pison,Stub,Belgium,801946281,11211064
21740,Tine Van Rompuy,Stub,Belgium,802166888,11211064
21741,Félix de Mérode,Start,Belgium,802266201,11211064
21742,Laurette Onkelinx,C,Belgium,802654248,11211064
21743,Alfred Vanderstegen,Stub,Belgium,802902760,11211064
21744,Siegfried Bracke,Stub,Belgium,803140934,11211064
21745,Geert Bourgeois,C,Belgium,803190508,11211064
21746,"Eugène, 8th Prince of Ligne",C,Belgium,803445253,11211064
21747,Bertrand de Crombrugghe de Picquendaele,Stub,Belgium,803451151,11211064
21748,Francis van Aarssens,Start,Belgium,803942872,11211064
21749,Albert Coppé,Stub,Belgium,804274911,11211064
21750,Auguste Couvreur,Stub,Belgium,804554579,11211064
21751,Rudi Vervoort,Stub,Belgium,804697981,11211064
21752,Joëlle Milquet,Start,Belgium,804794826,11211064
21753,Johan Verstreken,Stub,Belgium,804818554,11211064
21754,Veerle Wouters,Stub,Belgium,804939318,11211064
21755,Gustave Rolin-Jaequemyns,C,Belgium,805121021,11211064
21756,Meryame Kitir,Stub,Belgium,805162873,11211064
21757,Philippe de Commines,C,Belgium,805273109,11211064
21758,Paul de Smet de Naeyer,Start,Belgium,805383198,11211064
21759,Louis-Joseph Seutin,Start,Belgium,805425661,11211064
21760,Albert Joseph Goblet d'Alviella,Start,Belgium,805511986,11211064
21761,Bart De Wever,C,Belgium,805597760,11211064
21762,Joseph Bologne (politician),Stub,Belgium,806079164,11211064
21763,Jacques Grippa,Stub,Belgium,806148939,11211064
21764,Petra De Sutter,Start,Belgium,806208373,11211064
21765,Goedele Vermeiren,Stub,Belgium,806209048,11211064
21766,Théophile de Lantsheere,Start,Belgium,806498397,11211064
21767,Hippolyte d'Ursel,Start,Belgium,806534627,11211064
21768,Maggie De Block,Start,Belgium,806571552,11211064
21769,Elio Di Rupo,C,Belgium,806653220,11211064
21770,Joseph Van Crombrugghe,Stub,Belgium,806835426,11211064
21771,Louis of Praet,Start,Belgium,807198658,11211064
21772,Gwendolyn Rutten,Stub,Belgium,807221197,11211064
21773,François Roelants du Vivier,Stub,Belgium,807234831,11211064
21774,Catherine Fonck,Start,Belgium,807245163,11211064
21775,Fernand Demets,Stub,Belgium,807254112,11211064
21776,Annemie Neyts-Uyttebroeck,Start,Belgium,807357497,11211064
21777,Jacques Brotchi,C,Belgium,807468820,11211064
21778,Template:Italy-mayor-stub,Stub,Italy,446196171,62466780
21779,Template:Italy-diplomat-stub,Stub,Italy,540996332,62466780
21780,Template:Italy-activist-stub,Stub,Italy,559149314,62466780
21781,Template:Italy-politician-stub,Stub,Italy,560300020,62466780
21782,Angelo Staniscia,Stub,Italy,669835390,62466780
21783,Giuseppe Fenaroli Avogadro,Stub,Italy,684464777,62466780
21784,Giovanni Bovara,Start,Italy,684821806,62466780
21785,Mario Occhiuto,Stub,Italy,689944992,62466780
21786,Michele Columbu,Stub,Italy,693748230,62466780
21787,Uguccione della Faggiuola,Stub,Italy,705272416,62466780
21788,Antonio Berti (senator),Stub,Italy,705322126,62466780
21789,Ernesto Rossi (politician),Stub,Italy,706015433,62466780
21790,Cesare Correnti,Start,Italy,706211513,62466780
21791,Markward von Annweiler,Start,Italy,706828186,62466780
21792,Luca Casarini,Stub,Italy,707349953,62466780
21793,William of Capparone,Start,Italy,707662122,62466780
21794,Isnardo Guarco,Stub,Italy,709212716,62466780
21795,David Levi (Italy),Start,Italy,710506080,62466780
21796,Rosario Olivo,Stub,Italy,710741222,62466780
21797,Ubaldo Buttafava,Stub,Italy,712075709,62466780
21798,Carlo Verri,Stub,Italy,712152693,62466780
21799,Agostino Chiodo,Stub,Italy,712368516,62466780
21800,Carlo Cicuttini,Stub,Italy,712661063,62466780
21801,Pietro Scoppola,Stub,Italy,712859381,62466780
21802,Vincenzo Caianiello,Stub,Italy,712909480,62466780
21803,Maurizio Lotti,Stub,Italy,712913460,62466780
21804,Vincenzo Massilla,Start,Italy,712953402,62466780
21805,Gino Bucchino,Stub,Italy,712960046,62466780
21806,Giovanni Scuderi,Start,Italy,713103942,62466780
21807,Giacomo Medici (general),Stub,Italy,713119849,62466780
21808,Michele Angelo Cianciulli,Stub,Italy,713256950,62466780
21809,Camille Blanc,Start,Italy,713345840,62466780
21810,Giovanni Rinaldo Coronas,Stub,Italy,713358204,62466780
21811,Francesco Forgione (politician),Stub,Italy,713473671,62466780
21812,Meuccio Ruini,Stub,Italy,713841191,62466780
21813,Umberto Zanotti Bianco,Stub,Italy,713841237,62466780
21814,Guglielmo Picchi,Start,Italy,714317479,62466780
21815,Alberto Giorgetti,Stub,Italy,714429847,62466780
21816,Francesco Coppola,Start,Italy,714996923,62466780
21817,Nerio Giovanazzi,Stub,Italy,715255368,62466780
21818,Carlo Fadda,Stub,Italy,715465186,62466780
21819,Oliverotto Euffreducci,Start,Italy,715493069,62466780
21820,Carlo Ginori,Stub,Italy,716100141,62466780
21821,Sergio Chiamparino,Stub,Italy,716244553,62466780
21822,Pandolfo Petrucci,Start,Italy,716381187,62466780
21823,Opicino Spinola,Stub,Italy,716696406,62466780
21824,Battista Spinola,Stub,Italy,716696548,62466780
21825,Mario Maiolo,Stub,Italy,717111801,62466780
21826,Alessandro Dudan,Start,Italy,717184100,62466780
21827,Giovanni Paterniti,Stub,Italy,717266654,62466780
21828,Giacomo Maria Brignole,Stub,Italy,717334705,62466780
21829,Aurelio Saliceti,Stub,Italy,717400366,62466780
21830,Giacinto Collegno,Stub,Italy,717441043,62466780
21831,John Fabriacus,Stub,Italy,717530372,62466780
21832,Puccio Pucci (politician),Stub,Italy,717575032,62466780
21833,Riccardo Sarfatti,Start,Italy,717625035,62466780
21834,Vittorio Claudio Surdo,Stub,Italy,717906730,62466780
21835,Alvise Pisani,Stub,Italy,718131109,62466780
21836,Bartolomeo Panciatichi,Start,Italy,718400728,62466780
21837,Pandolfo Savelli,Stub,Italy,718450827,62466780
21838,Ulisse Dini,C,Italy,718606666,62466780
21839,Angelo Vassallo,Stub,Italy,718776009,62466780
21840,Elio Vito,Stub,Italy,718958697,62466780
21841,Francesco Vettori,Stub,Italy,719059117,62466780
21842,Giustino Fortunato,Start,Italy,719937371,62466780
21843,Monaldo Leopardi,Stub,Italy,719988911,62466780
21844,Girolamo Simoncelli (1817–1852),Stub,Italy,720340518,62466780
21845,Lucio D'Ubaldo,Stub,Italy,720507685,62466780
21846,Girolamo Cappello,Stub,Italy,720518143,62466780
21847,Corrado Clini,Start,Italy,720924947,62466780
21848,Piero Gnudi,Stub,Italy,720929905,62466780
21849,Giovanni Battista Balbis,Stub,Italy,721056103,62466780
21850,Manfredo Manfredi,Stub,Italy,721135001,62466780
21851,Luigi Pizzardi,Stub,Italy,721205135,62466780
21852,Camillo Casarini,Stub,Italy,721250736,62466780
21853,Guido Carli,Stub,Italy,721604280,62466780
21854,Maria Rygier,Start,Italy,721669643,62466780
21855,Augusto Pierantoni,Start,Italy,721703490,62466780
21856,Tommaso Bisagno,Stub,Italy,722362435,62466780
21857,Massimo Andrea Leggeri,Stub,Italy,722586904,62466780
21858,Gratus (consul 280),Stub,Italy,722956416,62466780
21859,Vettius Gratus (consul 250),Stub,Italy,722956986,62466780
21860,List of Italian convicted MPs,B,Italy,723183335,62466780
21861,Cicco Simonetta,B,Italy,723577845,62466780
21862,Pompeo Gabrielli,Start,Italy,723640156,62466780
21863,Vincenzo Fontana (politician),Stub,Italy,724288447,62466780
21864,Mino Celsi,Stub,Italy,725363564,62466780
21865,Angelo Raffaele Dinardo,Stub,Italy,725369423,62466780
21866,Filippo Mariotti,Stub,Italy,725392930,62466780
21867,Gabriele Adinolfi,Start,Italy,725622613,62466780
21868,Ermanno Gorrieri,Stub,Italy,726263404,62466780
21869,Niccolò Ghedini,Stub,Italy,726535415,62466780
21870,Francesco II Sforza,Start,Italy,726681143,62466780
21871,Samuel Alatri,Start,Italy,726751530,62466780
21872,Antonio Aldini,Stub,Italy,727133582,62466780
21873,Leone Wollemborg,Start,Italy,727404597,62466780
21874,Henri Cernuschi,Start,Italy,727617316,62466780
21875,Bonincontro Morigia,Start,Italy,727837605,62466780
21876,Renzo Marangon,Stub,Italy,728839543,62466780
21877,"Gennaro Spinelli, Prince of Cariati",Start,Italy,729001576,62466780
21878,Giovanni II Participazio,Stub,Italy,729693747,62466780
21879,Giovanni I Participazio,Start,Italy,729693756,62466780
21880,Giovanni Battista Sommariva,Stub,Italy,729991639,62466780
21881,List of Italian politicians,Stub,Italy,730014800,62466780
21882,Maria Goia,Stub,Italy,732070138,62466780
21883,Giovanni Conti (politician),Stub,Italy,732155571,62466780
21884,Giovanni Paradisi,Stub,Italy,732466394,62466780
21885,Loris Fortuna,Start,Italy,733078880,62466780
21886,Bonaldo Stringher,Start,Italy,733101881,62466780
21887,Secretary of the Democrats of the Left,Stub,Italy,733597051,62466780
21888,Sallustio Bandini,Stub,Italy,733787955,62466780
21889,Ugo da Parlascio Ebriaco,Start,Italy,733990419,62466780
21890,Pietro Moscati,Stub,Italy,734550538,62466780
21891,Lorenzo Celsi,Stub,Italy,735232646,62466780
21892,Emidio Massi,Stub,Italy,735557367,62466780
21893,Cesare Procaccini,Stub,Italy,737272019,62466780
21894,Filippo Strozzi the Elder,Start,Italy,737800614,62466780
21895,Pietro Grimani,Stub,Italy,737930830,62466780
21896,Quirico Filopanti,Start,Italy,738101868,62466780
21897,Giuseppe Ferrari (philosopher),Start,Italy,738338464,62466780
21898,Luigi Scotti,Stub,Italy,738730924,62466780
21899,Alessandro Minuto-Rizzo,Stub,Italy,739000454,62466780
21900,Marco Bertolotto,Start,Italy,739163481,62466780
21901,Leandro Arpinati,Start,Italy,739482431,62466780
21902,Giovanni Maria Flick,Start,Italy,740299216,62466780
21903,Renzo Bossi,Start,Italy,741352261,62466780
21904,Antonio Beretta,Stub,Italy,741628450,62466780
21905,Alberic II of Spoleto,Stub,Italy,741660267,62466780
21906,Ferdinando Marescalchi,Start,Italy,742702236,62466780
21907,Rinaldo Del Bo,Stub,Italy,742871239,62466780
21908,Osvaldo Gnocchi-Viani,C,Italy,743980377,62466780
21909,Giacomo Durazzo,Start,Italy,744026154,62466780
21910,Silvio Benigno Crespi,Start,Italy,744502194,62466780
21911,Antonio Casertano,Stub,Italy,744544581,62466780
21912,Darko Bratina,Start,Italy,744651833,62466780
21913,Giovanni Caracciolo,Start,Italy,745609966,62466780
21914,Giuseppe Soncini,C,Italy,746038313,62466780
21915,Niccolò da Uzzano,Stub,Italy,746111966,62466780
21916,Cesare Seassaro,Stub,Italy,746425514,62466780
21917,Antonio Tacconi,Stub,Italy,748402946,62466780
21918,Oreste Scalzone,Start,Italy,748635474,62466780
21919,Bruno Bernabei,Stub,Italy,748693568,62466780
21920,Bruno Dettori,Stub,Italy,748695635,62466780
21921,Luigi de' Medici,Stub,Italy,748922995,62466780
21922,Gian Marco Centinaio,Stub,Italy,749221141,62466780
21923,Angelo Geraldini,Stub,Italy,749467337,62466780
21924,Ania Pieroni,Start,Italy,749684404,62466780
21925,Giacomo Natoli,Stub,Italy,749827616,62466780
21926,Carlo Emanuele Muzzarelli,Start,Italy,750151708,62466780
21927,Giovanni Preziosi,B,Italy,750595459,62466780
21928,Giovanni II Cornaro,Stub,Italy,750620750,62466780
21929,Giorgio Stracquadanio,Start,Italy,750740165,62466780
21930,Deborah Bergamini,Start,Italy,751373003,62466780
21931,"Carlo Felice Nicolis, conte di Robilant",Start,Italy,751443236,62466780
21932,Roberto Sajeva,Stub,Italy,752118238,62466780
21933,Ugo Rossi,Stub,Italy,753192643,62466780
21934,Stefano Porcari,Start,Italy,753457639,62466780
21935,Silvio Arrivabene Valenti Gonzaga,Stub,Italy,754591164,62466780
21936,Vito Bonsignore,Start,Italy,755153798,62466780
21937,Pietro Ingrao,Start,Italy,755347307,62466780
21938,Giovanni Galbaio,Start,Italy,756420057,62466780
21939,Vito Nunziante,Start,Italy,756795147,62466780
21940,Ezio Bartalini,Stub,Italy,757047740,62466780
21941,Giuseppe Ayala,Start,Italy,757344991,62466780
21942,Franco Bassanini,Start,Italy,757344999,62466780
21943,Massimo Cialente,Stub,Italy,757345012,62466780
21944,Giuseppe Civati,Stub,Italy,757345016,62466780
21945,Carlo Carli (Italian politician),Stub,Italy,757345023,62466780
21946,Francesco Giacobbe,Stub,Italy,757345034,62466780
21947,Vito De Filippo,Stub,Italy,757345039,62466780
21948,Corradino Mineo,Stub,Italy,757345047,62466780
21949,Paolo Di Laura Frattura,Stub,Italy,757345048,62466780
21950,Luigi Lusi,Stub,Italy,757345071,62466780
21951,Jean-Léonard Touadi,Stub,Italy,757345079,62466780
21952,Lia Quartapelle,Start,Italy,757345258,62466780
21953,Alessia Morani,Start,Italy,757538602,62466780
21954,Donatella Albano,Stub,Italy,757538699,62466780
21955,Maria Rita Lorenzetti,Stub,Italy,757538816,62466780
21956,Silvana Amati,Stub,Italy,757538918,62466780
21957,Lorenzo Acquarone,Stub,Italy,757560755,62466780
21958,Giuseppe Fioroni,Stub,Italy,757560766,62466780
21959,Federico Comandini,Stub,Italy,757560845,62466780
21960,Tristano Codignola,Stub,Italy,757560852,62466780
21961,Nicola Adamo,Stub,Italy,757560913,62466780
21962,Giovanni Gallo,Stub,Italy,757560937,62466780
21963,Ferruccio Ghinaglia,Start,Italy,757560941,62466780
21964,Lucio Magri,Start,Italy,757560956,62466780
21965,Concetto Marchesi,Stub,Italy,757560969,62466780
21966,Vittorio Badini Confalonieri,Stub,Italy,757561087,62466780
21967,Raffaele De Caro,Stub,Italy,757561091,62466780
21968,Piero Aiello,Stub,Italy,757561292,62466780
21969,Nicola Di Girolamo,Stub,Italy,757561304,62466780
21970,Ugo Cappellacci,Stub,Italy,757561316,62466780
21971,Maurizio Gasparri,Start,Italy,757561327,62466780
21972,Lucio Malan,Start,Italy,757561329,62466780
21973,Francesco Nitto Palma,Stub,Italy,757561337,62466780
21974,Ugo Intini,Stub,Italy,757561460,62466780
21975,Luigi Preti,Stub,Italy,757561467,62466780
21976,Italo Viglianesi,Stub,Italy,757561470,62466780
21977,Giuseppe Lumia,Start,Italy,757561560,62466780
21978,Arcangelo Sannicandro,Stub,Italy,757634476,62466780
21979,Angelo Buizza,Stub,Italy,757634596,62466780
21980,Vincenzino Culicchia,Stub,Italy,757634600,62466780
21981,Francesco Parisi (politician),Stub,Italy,757634609,62466780
21982,Gualtiero Driussi,Stub,Italy,757634611,62466780
21983,Fernando Di Laura Frattura,Stub,Italy,757634620,62466780
21984,Carlo Alberto Tesserin,Stub,Italy,757634637,62466780
21985,Attilio Piccioni,Stub,Italy,757634638,62466780
21986,Gino Mattarelli,Stub,Italy,757634643,62466780
21987,Franco Restivo,Stub,Italy,757634644,62466780
21988,Giuseppe Medici,Stub,Italy,757634651,62466780
21989,Cesare Merzagora,Stub,Italy,757634653,62466780
21990,Francesco Carmelo Salerno,Stub,Italy,757634664,62466780
21991,Paolo Micolini,Stub,Italy,757634684,62466780
21992,Attilio Ruffini,Stub,Italy,757634690,62466780
21993,Giustina Destro,Start,Italy,757665359,62466780
21994,Renata Polverini,Start,Italy,757665464,62466780
21995,Marta Vincenzi,Start,Italy,757665709,62466780
21996,Vittorio Casarin,Stub,Italy,757857178,62466780
21997,Raffaele Grazia,Stub,Italy,757953374,62466780
21998,Giuseppe Perrucchetti,Start,Italy,757978787,62466780
21999,Carlo Gariglio,Stub,Italy,758044477,62466780
22000,Renato Ruggiero,Start,Italy,758081006,62466780
22001,Niccolò di Buonaccorso,Start,Italy,758259218,62466780
22002,"Scipione Borghese, 10th Prince of Sulmona",Start,Italy,758539233,62466780
22003,"Leopoldo de Gregorio, Marquis of Squillace",Start,Italy,758878804,62466780
22004,Ombretta Colli,Start,Italy,759487151,62466780
22005,Ottaviano Canevari,Stub,Italy,759545112,62466780
22006,Giosuè Fiorentino,Stub,Italy,759611796,62466780
22007,Giovanni Roberti,Stub,Italy,759620946,62466780
22008,Giacinto Menotti Serrati,Stub,Italy,759675469,62466780
22009,Carlo Troya,C,Italy,759681695,62466780
22010,Massimo Tononi,Start,Italy,760526926,62466780
22011,Angelo Alessandri,Stub,Italy,761137432,62466780
22012,Stefano Colonna,Start,Italy,761670535,62466780
22013,Gianni De Michelis,Start,Italy,761967743,62466780
22014,Paolo Barelli,Start,Italy,762200755,62466780
22015,Pasquale Malipiero,Stub,Italy,762676408,62466780
22016,Giuseppe Salvatore Bellusci,Stub,Italy,762765354,62466780
22017,Francesco Colitto,Stub,Italy,763050612,62466780
22018,Pietro Lunardi,Stub,Italy,763453139,62466780
22019,Giuseppe De Falco,Stub,Italy,763537655,62466780
22020,Alberto Tarchiani,Start,Italy,763631520,62466780
22021,Giuseppe Grassi (politician),Stub,Italy,763872182,62466780
22022,List of governors of the Province of Trieste,Stub,Italy,764023810,62466780
22023,Filippo Mancuso,Start,Italy,764168051,62466780
22024,Luigi Gui,Stub,Italy,764182044,62466780
22025,Manlio Brosio,Start,Italy,764189046,62466780
22026,Eleonora Forenza,Stub,Italy,764337712,62466780
22027,Domenico Rossi (general),Stub,Italy,764364852,62466780
22028,Mercedes Bresso,Start,Italy,764378754,62466780
